[0.0, 0.7006485816399288, 0.2993514183600712]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
[1.0, 0.0, 1.0]
